Date,Open,High,Low,Close,Volume,Index
6-Nov-06,62.17,62.34,61.85,61.89,3546000,144
7-Nov-06,62.35,62.48,61.97,62.04,5098600,145
8-Nov-06,61.94,62.08,60.87,61.11,4872100,146
9-Nov-06,62.12,63.13,61.94,62.95,6455400,147
10-Nov-06,62.7,62.82,62.06,62.49,3876000,148
13-Nov-06,61.93,62.25,61.77,62.19,3249400,149
14-Nov-06,62.31,62.52,61.46,61.63,5414400,150
15-Nov-06,61.34,62.07,61.25,61.84,3372900,151
16-Nov-06,62.16,62.3,61.27,61.31,4137900,152
17-Nov-06,61.4,61.78,61.34,61.78,3142000,153
20-Nov-06,62.06,62.25,61.56,61.77,2739100,154
21-Nov-06,62.25,62.52,62.03,62.27,2840200,155
22-Nov-06,62.64,63.07,62.25,62.5,4553300,156
24-Nov-06,63.48,63.68,63.31,63.5,5264300,157
27-Nov-06,63.46,63.74,63.32,63.7,4905200,158
28-Nov-06,63.6,63.71,62.82,63.57,5822800,159
29-Nov-06,63.37,63.39,63.08,63.16,3891800,160
30-Nov-06,64.07,64.43,63.9,64.39,5500800,161
1-Dec-06,64.2,64.55,63.99,64.12,6152400,162
4-Dec-06,64.03,64.14,63.56,64.12,3360000,163
5-Dec-06,64.25,64.42,63.36,63.81,4866200,164
6-Dec-06,63.08,63.45,62.29,62.69,6088900,165
7-Dec-06,62.64,62.78,61.99,62.73,5062300,166
8-Dec-06,63.08,63.34,61.87,62.05,5607800,167
11-Dec-06,62.18,62.6,62.07,62.57,2941300,168
12-Dec-06,62.41,62.56,62.17,62.52,2873500,169
13-Dec-06,62.1,62.57,61.88,62.48,3398100,170
14-Dec-06,62.29,62.47,62.04,62.12,2141700,171
15-Dec-06,62.21,62.22,60.93,61,7243500,172
18-Dec-06,60.85,61.11,60.65,61.04,3677800,173
19-Dec-06,61.2,61.83,61.18,61.8,4045300,174
20-Dec-06,61.64,61.8,61.45,61.62,2810100,175
21-Dec-06,61.58,61.7,61.27,61.38,2406300,176
22-Dec-06,61.45,61.8,61.32,61.65,1250000,177
26-Dec-06,62.24,62.45,61.87,61.98,1861600,178
27-Dec-06,62.3,62.46,62.17,62.22,2858400,179
28-Dec-06,62.97,63.05,62.69,62.9,2352100,180
29-Dec-06,62.91,63.25,62.88,63.21,2100200,181
3-Jan-07,63.58,64.02,62,62.28,7882100,182
4-Jan-07,62.07,62.5,61.52,61.65,4697900,183
5-Jan-07,60.75,60.78,59.66,60.17,10677500,184
8-Jan-07,60.38,60.54,59.85,60.48,3377500,185
9-Jan-07,60.14,61.09,60.06,60.85,4010300,186
10-Jan-07,60.46,60.82,60.06,60.59,3625800,187
11-Jan-07,60.7,61.07,60.53,60.63,4392700,188
12-Jan-07,61,62.28,60.9,62.17,5038600,189
16-Jan-07,62.2,62.3,61.74,61.97,3090900,190
17-Jan-07,61.97,62.9,61.97,62.64,4308100,191
18-Jan-07,62.99,63.16,62.15,62.26,4279200,192
19-Jan-07,62.52,63.13,62.27,63,3067200,193
22-Jan-07,63.01,63.48,62.65,62.72,3866700,194
23-Jan-07,63.68,64.29,63.67,64.23,6007700,195
24-Jan-07,63.71,64.41,63.37,64.33,5044700,196
25-Jan-07,64.8,64.88,63.98,64.06,5735100,197
26-Jan-07,64.16,64.31,63.76,64.1,3242100,198
29-Jan-07,63.85,64.29,63.66,63.77,3075300,199
30-Jan-07,63.92,64.23,63.83,64.22,3055700,200
31-Jan-07,63.99,64.98,63.95,64.83,5731200,201
1-Feb-07,65.45,65.63,65.06,65.22,5874900,202
2-Feb-07,64.76,64.8,63.8,64.28,7911600,203
5-Feb-07,64.68,64.69,64.24,64.31,2366100,204
6-Feb-07,65.05,65.1,64.53,64.79,2522100,205
7-Feb-07,64.78,65.15,64.48,64.63,2848100,206
8-Feb-07,64.92,65.61,64.83,65.52,4648400,207
9-Feb-07,65.27,66.38,65.22,66.12,6341700,208
12-Feb-07,66,66.11,65.41,65.67,3489400,209
13-Feb-07,66.13,66.34,65.55,65.84,3580100,210
14-Feb-07,66.23,66.66,65.97,66.37,3812400,211
15-Feb-07,66.22,66.53,65.71,66.41,7321600,212
16-Feb-07,65.94,66.39,65.76,66.36,2900400,213
20-Feb-07,66.1,66.1,65,65.31,4077300,214
21-Feb-07,65.31,67.71,65.2,67.28,10603500,215
22-Feb-07,67.44,67.56,66.97,67.15,6100800,216
23-Feb-07,67.35,68.29,67.35,67.72,7576500,217
26-Feb-07,67.97,68.23,67.63,68.1,4899200,218
27-Feb-07,67.34,68.33,65.07,65.41,13660400,219
28-Feb-07,66.73,66.93,65.54,66.48,7626600,220
1-Mar-07,66.23,66.75,65.58,65.82,6473500,221
2-Mar-07,64.59,65,63.34,63.71,12939100,222
5-Mar-07,63.12,63.78,62.62,62.93,7917500,223
6-Mar-07,63.66,64.37,63.46,64.15,6435400,224
7-Mar-07,64.14,64.64,63.55,64.3,5692200,225
8-Mar-07,64.79,65.04,64.43,64.48,4032900,226
9-Mar-07,64.82,65.22,64.15,64.25,8673100,227
12-Mar-07,64.54,64.74,63.96,64.37,4051100,228
13-Mar-07,64.29,64.69,63.57,63.72,4097300,229
14-Mar-07,63.34,64.06,63.09,63.94,7041900,230
15-Mar-07,64.03,64.46,63.88,63.98,6455500,231
16-Mar-07,64.54,64.99,64.38,64.62,4373100,232
19-Mar-07,64.88,64.94,64.63,64.74,2778900,233
20-Mar-07,64.93,65.54,64.93,65.27,3490300,234
21-Mar-07,65.54,65.9,65.12,65.82,4841900,235
22-Mar-07,65.78,66.13,65.6,65.76,4324900,236
23-Mar-07,65.79,65.9,64.9,65.15,4554700,237
26-Mar-07,65.36,65.97,65.36,65.84,3700600,238
27-Mar-07,65.88,65.97,65.5,65.7,3058000,239
28-Mar-07,66.14,66.48,65.77,66.05,5763200,240
29-Mar-07,65.97,66,64.93,65.65,4832200,241
30-Mar-07,65.74,66.21,65.49,65.74,3987000,242
2-Apr-07,65.74,66.14,65.03,65.85,4894400,243
3-Apr-07,65.67,66.22,65.65,65.83,3948600,244
4-Apr-07,66.09,66.98,66,66.81,4584500,245
5-Apr-07,66.7,66.96,66.59,66.86,2947500,246
9-Apr-07,66.88,67.2,66.46,66.53,3133500,247
10-Apr-07,67.16,67.55,66.98,67.16,2361100,248
11-Apr-07,67.26,67.5,66.81,67.08,4167100,249
12-Apr-07,67.06,67.25,66.48,66.99,5817800,250
13-Apr-07,67.49,67.97,67.19,67.84,4736800,251
16-Apr-07,68.14,68.5,67.68,68.4,7446900,252
17-Apr-07,68.31,68.48,67.98,68,3489500,253
18-Apr-07,68.1,68.45,67.95,68.38,3744400,254
19-Apr-07,68,68.04,67.25,67.53,4382400,255
20-Apr-07,68.58,68.73,68.35,68.7,2892700,256
23-Apr-07,68.41,68.65,68.04,68.26,2268900,257
24-Apr-07,68.45,68.5,67.43,67.73,4804400,258
25-Apr-07,67.85,68.06,67.66,67.89,2356200,259
26-Apr-07,67.43,67.43,66.5,66.87,3946300,260
27-Apr-07,66.84,67.57,66.84,67.56,4841600,261
30-Apr-07,67.2,67.52,67.04,67.09,2204300,262
1-May-07,66.98,67,66.54,66.69,3630700,263
2-May-07,66.34,66.75,66.11,66.66,3464100,264
3-May-07,66.87,67.62,66.68,67.49,3440000,265
4-May-07,67.74,68.43,67.74,68.19,2388200,266
7-May-07,68.42,68.46,68.02,68.25,1788900,267
8-May-07,67.95,68.02,67.53,67.88,2319400,268
9-May-07,67.81,67.84,66.92,67.45,4500200,269
10-May-07,67.04,67.11,65.8,66,4771700,270
11-May-07,66.13,66.66,66.13,66.45,2717000,271
14-May-07,66.63,66.65,66,66.28,3471400,272
15-May-07,65.89,66.73,65.88,66.54,2309000,273
16-May-07,66.37,66.37,65.32,65.6,6810600,274
17-May-07,65.44,65.6,64.72,65.06,7176100,275
18-May-07,65.07,65.67,64.85,65.52,2772700,276
21-May-07,65.29,65.76,65.06,65.67,10703800,277
22-May-07,65.7,65.82,65.16,65.22,3750100,278
23-May-07,65.52,65.89,65.45,65.54,6092400,279
24-May-07,65.46,65.46,64.52,64.75,6033000,280
25-May-07,64.96,65.08,64.73,64.94,3307100,281
29-May-07,65.12,65.57,64.94,65.07,3073500,282
30-May-07,64.86,64.86,64.6,64.72,1976100,283
31-May-07,65.16,65.58,65.07,65.54,6352600,284
1-Jun-07,65.7,66.54,65.7,66.44,3473300,285
4-Jun-07,66.61,66.76,66.3,66.54,1994700,286
5-Jun-07,66.7,66.7,66.23,66.37,3339000,287
6-Jun-07,66.11,66.55,65.88,66.41,3387800,288
7-Jun-07,66.27,66.4,65.16,65.26,6196400,289
8-Jun-07,64.88,65.02,63.74,64.22,6532300,290
11-Jun-07,64.34,64.87,64.34,64.7,3817500,291
12-Jun-07,64.52,64.53,63.91,64.1,3738800,292
13-Jun-07,63.95,64.65,63.9,64.53,2302800,293
14-Jun-07,64.16,64.8,63.95,64.6,2179700,294
15-Jun-07,64.43,64.94,64.4,64.85,2452400,295
18-Jun-07,65.19,65.25,64.82,64.95,1537500,296
19-Jun-07,64.79,65.56,64.75,65.48,2577500,297
20-Jun-07,65.42,65.51,64.6,64.71,2272600,298
21-Jun-07,64.73,65.02,64.13,64.56,2359400,299
22-Jun-07,64.9,64.98,64.43,64.78,1483600,300
25-Jun-07,64.48,64.74,64.22,64.43,3219000,301
26-Jun-07,64.2,64.25,63.39,63.62,7875000,302
27-Jun-07,63.54,63.89,63.43,63.67,4193900,303
28-Jun-07,63.98,64.38,63.91,64.26,3746400,304
29-Jun-07,64.29,64.64,64.15,64.27,2655100,305
2-Jul-07,64.51,65.23,64.51,65.02,2433700,306
3-Jul-07,65.06,65.06,64.58,64.74,1680200,307
5-Jul-07,64.99,65,63.92,64.42,4092900,308
6-Jul-07,64.18,64.97,63.88,64.96,7003100,309
9-Jul-07,65,65.68,64.99,65.38,4338500,310
10-Jul-07,65.7,65.86,65.36,65.61,3623600,311
11-Jul-07,65.82,65.82,65.34,65.44,3472700,312
12-Jul-07,65.89,66.29,65.45,66.02,5247800,313
13-Jul-07,66.08,66.23,65.67,66.03,3133900,314
16-Jul-07,66.19,66.19,65.67,65.82,4247700,315
17-Jul-07,65.66,66.08,65.65,65.75,1649900,316
18-Jul-07,66.11,66.8,65.9,66.62,4909800,317
19-Jul-07,66.7,67.12,66.61,67.01,4205700,318
20-Jul-07,67.13,68,67.12,67.58,5048400,319
23-Jul-07,67.8,67.8,67.31,67.47,3282600,320
24-Jul-07,67.72,68,67.3,67.47,3364600,321
25-Jul-07,67.19,67.22,66.35,66.9,6439900,322
26-Jul-07,66.46,66.8,64.73,65.65,8816700,323
27-Jul-07,65.28,65.61,64.97,65.41,4613200,324
30-Jul-07,65.37,65.92,65.07,65.77,2547100,325
31-Jul-07,66.18,66.39,65.12,65.79,3214300,326
1-Aug-07,65.5,66.06,65.38,65.93,5487600,327
2-Aug-07,65.96,66.01,65.55,65.89,4904400,328
3-Aug-07,65.85,66.92,65.85,66.69,10143600,329
6-Aug-07,66.66,66.67,66.21,66.52,2651500,330
7-Aug-07,66.09,66.58,65.91,66.48,3116100,331
8-Aug-07,66.73,67.54,66.18,66.77,3679000,332
9-Aug-07,65.95,65.95,65.24,65.46,7716000,333
10-Aug-07,65.44,66.96,65.44,66.57,7526700,334
13-Aug-07,66.45,66.52,66.18,66.26,3266000,335
14-Aug-07,66.25,66.5,65.95,66.29,4041100,336
